run_path,timestamp,specification,spec_config,mnl_base,group,opt_method,analytical_gradient,success_all_groups,joint_ll,n_obs_total,n_groups_total,walltime_seconds,prior_correction,market_centering,hessian_condition,negative_eigs,command_line
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_choice_v0_minimal\run_2026-02-04_23-33-58,2026-02-04T23:35:37.384583,job_choice_v0_minimal_stable,scripts/enhanced/estimation_spec_job_choice_v0_minimal.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job,joint,L-BFGS-B,True,True,-24603.35500275586,425300,4253,79.71925663948059,,,,2,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_choice_v0_minimal.yaml --warm-start none --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_choice_v0_plus\run_2026-02-05_00-01-13,2026-02-05T00:04:25.898595,job_choice_v0_plus_stable,scripts/enhanced/estimation_spec_job_choice_v0_plus.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job,joint,L-BFGS-B,True,True,-22411.571820428217,425300,4253,162.51922225952148,,,,7,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_choice_v0_plus.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy/run_2026-02-04_23-33-58/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_choice_v0_plus\run_2026-02-05_10-48-29,2026-02-05T10:49:47.554243,job_choice_v0_plus_stable,scripts/enhanced/estimation_spec_job_choice_v0_plus.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job,joint,L-BFGS-B,True,True,-22411.63831579063,425300,4253,47.406413555145264,,,,8,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-ipopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_choice_v0_plus.yaml --warm-start none --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_choice_v0_plus_b\run_2026-02-05_00-21-22,2026-02-05T00:23:18.484999,job_choice_v0_plus_b_stable_beta_cl,scripts/enhanced/estimation_spec_job_choice_v0_plus_b.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job,joint,L-BFGS-B,True,True,-22758.083777921718,425300,4253,89.58238816261292,,,,3,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_choice_v0_plus_b.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy/run_2026-02-05_00-01-13/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_choice_v0_plus_b\run_2026-02-05_00-27-57,2026-02-05T00:32:29.489439,job_choice_v0_plus_b_stable_beta_cl,scripts/enhanced/estimation_spec_job_choice_v0_plus_b.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job,joint,L-BFGS-B,True,True,-22264.403091234657,425300,4253,240.579936504364,,,,6,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_choice_v0_plus_b.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy/run_2026-02-05_00-21-22/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_choice_v0_plus_b\run_2026-02-05_00-48-39,2026-02-05T00:52:41.695518,job_choice_v0_plus_b_stable_beta_cl,scripts/enhanced/estimation_spec_job_choice_v0_plus_b.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job,joint,L-BFGS-B,True,True,-22202.225180137,425300,4253,208.24983382225037,,,,7,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_choice_v0_plus_b.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy/run_2026-02-05_00-21-22/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_choice_v0_plus_b\run_2026-02-05_11-00-11,2026-02-05T11:03:15.320113,job_choice_v0_plus_b_stable_beta_cl,scripts/enhanced/estimation_spec_job_choice_v0_plus_b.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job,joint,L-BFGS-B,True,True,-22163.739052645687,425300,4253,150.66382908821106,,,,7,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-ipopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_choice_v0_plus_b.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy/run_2026-02-05_10-48-29/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_choice_v0_plus_b\run_2026-02-05_11-07-11,2026-02-05T11:10:05.378068,job_choice_v0_plus_b_stable_beta_cl,scripts/enhanced/estimation_spec_job_choice_v0_plus_b.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job,joint,L-BFGS-B,True,True,-22161.639025011085,425300,4253,138.67223143577576,,,,8,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-ipopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_choice_v0_plus_b.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy/run_2026-02-05_10-48-29/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_choice_v0_plus_c\run_2026-02-05_13-34-18,2026-02-05T13:39:43.127265,job_choice_v0_plus_c_opportunity_shifted,scripts/enhanced/estimation_spec_job_choice_v0_plus_c.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job,joint,L-BFGS-B,True,True,-22308.070805213378,425300,4253,292.26382279396057,,,,6,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config scripts/enhanced/estimation_spec_job_choice_v0_plus_c.yaml --warm-start none --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_choice_v1\run_2026-02-04_19-59-42,2026-02-04T20:09:35.123577,job_choice_v1_boxcox_market_opportunity,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_job_choice_v1.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job,joint,L-BFGS-B,True,False,0.0,850600,4253,529.1267831325531,,,,9,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_job_choice_v1.yaml --warm-start none --auto-timestamp --verbose
outputs\estimates\fr\spec\job_choice\gamspy\estimation_spec_job_choice_v1_dummies\run_2026-02-04_16-20-22,2026-02-04T16:40:55.472356,job_choice_v1_dummies_boxcox_market_opportunity,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_job_choice_v1_dummies.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job,joint,L-BFGS-B,True,False,0.0,850600,4253,1165.7588548660278,,,,6,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl_job --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/job_choice/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_job_choice_v1_dummies.yaml --warm-start none --auto-timestamp --verbose
outputs\estimates\fr\spec\v2\gamspy\run_2026-01-27_12-27-02,2026-01-27T12:48:49.590922,base_vw_v2,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_v2.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl,joint,L-BFGS-B,True,True,-6771.304865764876,425300,4253,1256.6102967262268,,,7.92105150325289e+22,5,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/v2/gamspy --group joint --solver gamspy-conopt --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_v2.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/v2/scipy/run_2026-01-27_12-09-18/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\v2\gamspy\run_2026-01-28_11-39-59,2026-01-28T12:01:16.254030,base_vw_v2,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_v2.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl,joint,L-BFGS-B,True,True,-6771.304865764876,425300,4253,1234.201014995575,,,7.92105150325289e+22,5,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/v2/gamspy --group joint --solver gamspy-conopt --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_v2.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/v2/scipy/run_2026-01-27_12-09-18/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\v2\gamspy\run_2026-01-28_11-57-43,2026-01-28T11:58:36.643613,base_vw_v2,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_v2.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl,singles_male,L-BFGS-B,True,True,-1902.5263277364102,76600,766,36.86123538017273,,,,15,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/v2/gamspy --group singles_male --solver gamspy-conopt --vectorized --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_v2.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/v2/scipy/run_2026-01-27_12-09-18/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\v2\gamspy\run_2026-01-28_12-45-18,2026-01-28T12:47:02.197257,base_vw_v2,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_v2.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl,joint,L-BFGS-B,True,True,-6756.787746107846,425300,4253,56.993648052215576,,,6.801739612128385e+22,3,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/v2/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_v2.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/v2/scipy/run_2026-01-27_12-09-18/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\v2\gamspy\run_2026-01-28_12-52-23,2026-01-28T12:54:17.438920,base_vw_v2,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_v2.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl,joint,L-BFGS-B,True,True,-6756.787746107817,425300,4253,67.52056455612183,,,5.918639675480833e+22,2,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/v2/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_v2.yaml --warm-start none --auto-timestamp --verbose
outputs\estimates\fr\spec\v2\gamspy\run_2026-01-28_13-22-08,2026-01-28T13:44:13.695410,base_vw_v2,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_v2.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl,joint,L-BFGS-B,True,True,-6804.574131277463,425300,4253,1279.035842180252,,,2.019366229154466e+22,4,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/v2/gamspy --group joint --solver gamspy-conopt --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_v2.yaml --warm-start none --auto-timestamp --verbose
outputs\estimates\fr\spec\v2\gamspy\run_2026-01-28_13-45-56,2026-01-28T13:48:31.501202,base_vw_v2,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_v2.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl,joint,L-BFGS-B,True,True,-6796.22145793862,425300,4253,101.37470126152039,,,3.2809237484513327e+22,4,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/v2/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_v2.yaml --warm-start none --auto-timestamp --verbose
outputs\estimates\fr\spec\v2\gamspy\run_2026-01-28_14-03-24,2026-01-28T14:05:50.040648,base_vw_v2,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_v2.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl,joint,L-BFGS-B,True,True,-6796.22145793862,425300,4253,102.22187733650208,,,3.2809237484513327e+22,4,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/v2/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_v2.yaml --warm-start none --auto-timestamp --verbose
outputs\estimates\fr\spec\v2\gamspy\run_2026-01-28_14-08-57,2026-01-28T14:10:31.963301,base_vw_v2,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_v2.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl,joint,L-BFGS-B,True,False,-7178.401004052343,425300,4253,51.67081952095032,,,1.626299522087417e+23,9,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/v2/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_v2.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/v2/gamspy/run_2026-01-28_12-45-28/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\v2\gamspy\run_2026-01-28_14-10-55,2026-01-28T14:13:29.662496,base_vw_v2,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_v2.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl,joint,L-BFGS-B,True,True,-6796.221457938635,425300,4253,111.00178837776184,,,1.478142791530957e+23,4,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/v2/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_v2.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/v2/gamspy/run_2026-01-28_12-45-18/estimation_results.json --auto-timestamp --verbose
outputs\estimates\fr\spec\v2\gamspy\run_2026-01-29_11-48-10,2026-01-29T11:49:49.347314,base_vw_v2,U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_v2.yaml,Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl,joint,L-BFGS-B,True,True,-6796.221457938635,425300,4253,41.750736236572266,,,1.478142791530957e+23,4,scripts/enhanced/enh_RURO_estimate_FR.py --mnl-base Z:/hisham/EUROMOD-STORAGE/Data/processed/fr/2016/fr_2016_RURO_mnl --output-dir U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/v2/gamspy --group joint --solver gamspy-conopt --vectorized --spec-config U:/Desktop/Nizam_Hisham/MNL/scripts/enhanced/estimation_spec_v2.yaml --warm-start U:/Desktop/Nizam_Hisham/MNL/outputs/estimates/fr/spec/v2/gamspy/run_2026-01-28_14-10-55/estimation_results.json --auto-timestamp --verbose
