,beta_l0_sm,beta_l_age_sm,theta_l_sm,beta_l0_sf,beta_l_age_sf,beta_l_nkids_sf,theta_l_sf,theta_c_singles,beta_E,beta_h_pt1,beta_h_pt2,beta_h_ft,beta_h_lh,beta_E_gsur,beta_E_drgn2,beta_E_drgn3,beta_E_drgn4,beta_E_drgn5,beta_E_drgn6,beta_E_drgn7,beta_E_drgn8,beta_E_drgur,beta_E_drgmd,beta_occ_2_m,beta_occ_3_m,beta_occ_4_m,beta_occ_2_f,beta_occ_3_f,beta_occ_4_f,beta_w0,beta_w_educL,beta_w_educH,beta_w_pexp,beta_w_pexp2,sigma
beta_E_gsur,-1.4944319061438265,-0.30446164546108878,-11.521077079834889,-1.7904561505890779,-0.24344631473941558,-1.0652139973960462,-28.544139038110586,-151.43025357199801,177.52041165355112,7.093248066727563,4.9259873967940555,56.346758204173625,19.565300044992338,220.54526595225832,27.417226899810249,21.853972238836896,20.57589091014545,25.254436671245877,18.510307988505843,15.878148763024157,28.089972608062663,95.324967928650807,39.457317694912149,11.219605637850727,6.0975036153816387,23.964664604463874,19.560421597407633,12.610644204124217,28.564447472103264,140.11746800893653,73.426703200574153,9.4055803603473223,134.55667716652792,183.81457235662273,144.02398270691072
beta_E_drgn2,-0.33313171707262201,-0.24182840119008719,-2.3124722744151383,-0.27413077526822238,-0.07683621795320561,-0.15196273094810084,-3.458706105370279,-12.559180980804355,24.28670669660756,1.3755501651297499,0.62042917809515696,6.5094730069572906,4.486155145937742,27.417226899810249,24.28670669660756,0,0,0,0,0,0,10.409960046534476,6.0939255289840562,1.5938202067486771,0.55825938059531788,4.9765976213951744,2.498348687785378,1.8418967844449408,2.8961093612492261,23.257707162353142,9.8978186608645675,-1.152778624285,26.382155998263354,37.842465578728536,15.595434624174947
beta_E_drgn3,-0.040691384669280406,-0.0022783005528140068,-0.5819034584968793,-0.17290126894001689,0.0092086235276511823,-0.095753034156059208,-2.781765760336838,-5.5200365500920379,13.687476727760032,0.67922401977791691,1.0151313323887197,4.2016958236316819,1.6328747986345575,21.853972238836896,0,13.687476727760034,0,0,0,0,0,7.4117260717948508,5.8290155618446375,0.40248318109639741,0.65344228708247798,0.74941561239953491,1.6407179757350796,1.9425386182605964,2.6671392519317401,1.7191272763125607,2.6984784635480081,-0.60964914328066888,5.3549736808916277,8.7107718933441021,-5.0244203351315813
beta_E_drgn4,-0.21262500735908077,-0.026791043781679603,-1.41919246847179,-0.15737417121660396,-0.058598633880567845,-0.027957473513660638,-2.426700969429596,-45.780492277730737,18.561920816722061,1.2787966495580856,0.57523771247223454,6.3308016711383246,2.0909341945943982,20.57589091014545,0,0,18.561920816722061,0,0,0,0,6.7364069527529544,7.7223508163749175,0.26583944253334962,1.7936548934418857,3.3807369732557357,1.7679372252281285,0.50198961902113903,3.2035428037838618,8.4368471750564602,-0.30365252478004912,2.1247408482793251,0.8187311177329839,-6.3004451568920192,35.65611849361931
beta_E_drgn5,-0.24728588814788061,0.042636042899302409,-1.5395729856655604,-0.25517926707711319,0.080864825838791204,-0.089266873901174382,-4.4109023109392185,-11.029054106309804,27.132163370078167,0.84899978521885289,0.68329839701558626,8.7022865591902576,2.106729498311112,25.254436671245877,0,0,0,27.132163370078167,0,0,0,13.617664308064468,3.1922282772090251,1.2295578591904863,0.14249317011615326,2.7976618391772234,2.9117018154753307,2.070142123962508,5.1984635543121849,15.572120421585167,5.0367864905896305,-1.6058689697397779,12.789942927484729,15.935762429363754,-14.814219613836803
beta_E_drgn6,-0.3199620209698274,0.013898242243310308,-1.6583689973387612,-0.16412982748728591,0.046788536988397487,-0.19539422811010923,-3.1196369670822066,-9.7947843264809187,20.311765896540336,0.80942791592381336,0.63597783943227049,6.6422969089349309,2.3866021981056953,18.510307988505843,0,0,0,0,20.311765896540336,0,0,9.8521506381377115,1.1997385076486708,2.2048973940706991,0.042115270642544424,4.1506477993318267,1.3651507184427571,0.78262621172262992,3.6683099666847179,11.747312248006212,5.2315844472418522,0.27134825875887891,10.523186870379256,14.347399762925287,51.325928851832067
beta_E_drgn7,-0.1646759610454189,0.12058445715161605,-1.322370910107558,-0.1392688632401691,0.13281223437382506,-0.098513540661820651,-2.7548411784058562,-23.278098563512959,17.790319420193086,1.0243324150026474,0.19150955823179533,5.0173523152213457,2.3078981213822294,15.878148763024157,0,0,0,0,0,17.790319420193086,0,7.1844606950169414,4.6518187468074927,0.85695115521316945,0.85621050729010229,3.9648074419838362,1.180857769609732,0.80056827961311261,3.4004459748087261,15.918958555818085,1.267558763723228,2.7320343937061984,13.912871936046988,18.67509627181785,7.7436821572520689
beta_E_drgn8,-0.086363306549264177,-0.071934326403377075,-0.84418837655677137,-0.28251698700659217,-0.072744391626205371,-0.12506017358640376,-4.4835049763905692,-16.430046216994164,21.780562888095425,0.38874444136381714,0.47859491186034936,7.4110505526781756,1.9985611764049054,28.089972608062663,0,0,0,0,0,0,21.780562888095425,13.21197058864543,3.8512260556876559,1.5098139411162181,0.3517933734724138,2.1159085889677458,3.5703076031656038,1.9918357277663188,5.8949045303797636,12.284685087480852,11.186154382549564,0.16399552448253407,12.37929904746102,16.269239096297873,3.5948052809142199
beta_E_drgur,-0.56774991608028003,-0.041372647542980458,-4.703424391722157,-1.0878611803239484,0.060213769455635328,-0.65293720769397423,-17.767832399883691,-57.783108784742033,87.322400874087805,2.9918351936304104,0.5805368462486773,27.476993367785642,11.322110124284702,95.324967928650807,10.409960046534476,7.4117260717948508,6.7364069527529544,13.617664308064468,9.8521506381377115,7.1844606950169414,13.21197058864543,87.322400874087791,0,6.9442386369625426,3.1543201277239268,14.359185837648717,9.6109247871776944,7.5684367772446155,20.996648729841823,73.014555862757064,30.414127300641351,5.587034307553183,71.928548750670359,99.424016809055402,105.19694710589748
beta_E_drgmd,-0.33824151268053809,-0.0083589526665399927,-2.1046942415203373,-0.40273364091910191,-0.072213483089970804,-0.20152587965873278,-5.8091800810936673,-43.90614122421993,33.59193743659926,2.1817821953697822,1.0999220902008555,10.08938563085449,4.693608912034998,39.457317694912149,6.0939255289840562,5.8290155618446375,7.7223508163749175,3.1922282772090251,1.1997385076486708,4.6518187468074927,3.8512260556876559,0,33.59193743659926,0.85964094637637056,0.80766453920854564,5.8736099333239054,4.0471731683870127,2.0864024284675193,6.3023751993014328,18.213341054305666,4.3431929405314893,0.016127284599415079,14.65436296871172,17.750251201915244,36.444880562089999
